concordances	Lemma form	Annotations	
seduta del 16 ottobre 2002 l' Assemblea ha < preso >  atto  della proposta della Giunta di convalidare 	prendere atto	1	
un gomito sullo sportello della sua Audi, < prende >  fiato  e poi lancia un segnale piuttosto 	prendere fiato	1	
attivamente alla ricerca della verità, ma di < prendere >  atto  della circostanza che in taluni ambiti 	prendere atto	1	
giustificazione non appariva credibile, ne < prendeva >  atto  , così come prendeva atto che nella 	prendere atto	1	
godimento sulla unità immobiliare possono < prendere >  visione  dei documenti giustificativi di 	prendere visione	1	
pubblico: ultimatum di Chiavaroli, il Comune < prende >  tempo  . Pescara. « Adesso mi sono proprio 	prendere tempo	1	
politica. Non già, però, la politica che < prende >  corpo  nella legge di revisione, altrimenti 	prendere corpo	1	
aggiungere, anzi sì, eppure noi continuiamo a < prendere >  farmaci  , pastiglie, creme, trucchi, abbronzanti 	prendere farmaci	0	
sala consiliare, una riunione a cui hanno < preso >  parte  , tra gli altri, gli assessori provinciali 	prendere parte	1	
ha manifestato la propria disponibilità a < prendere >  parte  ai lavori del Comitato nella giornata 	prendere parte	1	
 Circa il " modo ", dal momento che oggi < prendiamo >  contatto  con la redazione di unità on line 	prendere contatto	1	
 Hanno votato sì 218 Hanno votato no 2). < Prendo >  atto  che l' onorevole Lezza non è riuscito 	prendere atto	1	
sole! Il Reuccio pochi anni dopo pensò di < prender >  moglie  e mandò a domandare la figliuola 	prendere moglie	1	
quella italiana in primo luogo, non riesce a < prendere >  coscienza  fino in fondo del pericolo che 	prendere coscienza	1	
in modo consapevole ". Al dibattito hanno < preso >  parte  la Dott. ssa Marilisa D' Amico, docente 	prendere parte	1	
stesura un po' diversa. - PRESIDENTE: Bene, io < prendo >  atto  di quanto esposto dal Sindaco, invito 	prendere atto	1	
irrealistico per giungere ad un dato compiuto. < Prendo >  atto  solamente di questo perché mi risulta 	prendere atto	1	
Buendia ne subisce l' attrazione. Devo aver < preso >  sonno  ma non ne sono certo, mentre sto  	prendere sonno	1	
 stesso che gli aveva sempre impedito di < prendere >  provvedimenti  contro un uomo come Croce 	prendere provvedimenti	0	
troppi soggetti. Per questo motivo abbiamo < preso >  contatti  con il Genio Civile e già dai  	prendere contatti	1	
Giulia. Nel corso della riunione sono state < prese >  decisioni  operative riguardanti questioni 	prendere decisioni	1	
 Prendi l ` incensiere, mettici il fuoco < preso >  dall  ` altare, ponici sopra l ` incenso 	prendere dall	0	not a noun
per settembre 2002. Il Consiglio europeo < prende >  atto  della relazione iniziale del Consiglio 	prendere atto	1	
a questo insieme di temi e problemi, può < prendere >  nota  di un sito ancora in evoluzione, ma 	prendere nota	1	
federali russe ". Alla conferenza, hanno < preso >  parte  oltre a Veltroni, il leader della 	prendere parte	1	
Fra. Papà se sta con noi la pensione ve la < prendete >  voi  , gli zii non possono pretendere niente 	prendere voi	0	not a noun
ministri della Difesa e della Cooperazione < presero >  posto  a fianco a me. Erano presenti il  	prendere posto	1	
quindi, rappresenta un' occasione unica per < prendere >  conoscenza  di monumenti quali il Castello 	prendere conoscenza	0	
 Propone insomma alle forze politiche di < prendere >  atto  che la Germania (e l' Europa, visto 	prendere atto	1	
sperato di potercela fare. Poi, ha dovuto < prendere >  atto  che i tecnici del Comune hanno bisogno 	prendere atto	1	
 ha fatto investimenti difficilmente può < prendere >  decisioni  avventate. Revit costa più o  	prendere decisioni	1	
tuo aiuto. Prendo rifugio in te come Indra < prende >  rifugio  in Sri Visnu. Ti prego, parti subito 	prendere rifugio	0	
les monts ", dal quale possono nascere o < prendere >  forma  nuovi impulsi per rientrare in una 	prendere forma	1	
 ufficio di giudice di pace all' atto di < prendere >  possesso  deve dichiarare, fornendone autocertificazione 	prendere possesso	0	
Kiss "). Altre pellicole riuscite a cui ha < preso >  parte  sono il brillante " Tre uomini e  	prendere parte	1	
abbonamento! Per esaminare queste proposte e < prendere >  decisioni  in merito, la Federazione delle 	prendere decisioni	0	
presentazione di emendamenti. La Commissione < prende >  atto  . Ferdinando ADORNATO, presidente  	prendere atto	1	
remissione dei peccati (Col 1,12 - 14). Bisogna < prendere >  coscienza  che con ciò abbiamo compiuto  	prendere coscienza	1	
prima settimana di agosto quando verranno < prese >  decisioni  in relazione all' iscrizione  	prendere decisioni	1	
certificazione Fkm). Sono 27 i Paesi che < prendono >  parte  alla Rassegna, che ha come partner 	prendere parte	1	
giugno del 1997, i paesi aderenti al progetto < presa >  visione  dell' enorme spesa che ancora comportava 	prendere visione	1	
quella linea politica si è consumato occorre < prendere >  consapevolezza  che il liberalismo radicale 	prendere consapevolezza	0	
caso gli uffici postali di localizzazione < prendono >  nota  del fermo sulla distinta di conferma 	prendere nota	1	
preliminare di Milano, questo giudice ha < preso >  atto  dell' ordinanza della Corte, ha revocato 	prendere atto	1	
deliberazione in oggetto la Giunta regionale ha < preso >  atto  della decisione governativa di cui 	prendere atto	1	
 Hanno votato sì 4 Hanno votato no 318). < Prendo >  atto  che gli onorevoli Grillini e Zunino 	prendere atto	1	
skilift ... ma prima di guardarci intorno < prendiamo >  possesso  della nostra camera. Oltre 50  	prendere possesso	0	
leggendo le vostre considerazioni l' idea ha < preso >  forma  d' accordo con il presidente x le 	prendere forma	1	
AdnKronos Cultura) - Alla Triennale di Milano < prende >  forma  ' ' Eidos ' ', mostra ideata dallo 	prendere forma	1	
consiliare n. 60 del 29 novembre 1993 è stato < preso >  atto  dello stato di dissesto comunale,  	prendere atto	1	
risento l' ho pesai ... alla terza battuta < presi >  parola  lo misi  KO  senza infierire ... 	prendere parola	1	
delle finanze in data 26 settembre 2002, < presa >  atto  n. 3045, che ha approvato la procedura 	prendere atto	1	
Tim) su 333.7295392. Alleanza Monarchica < prende >  atto  con soddisfazione del mancato raggiungimento 	prendere atto	1	
Serra. Nel Sabbato 26. Gennajo (7. Piovoso) < prese >  possesso  nel palazzo della Comune la nuova 	prendere possesso	0	
bisogno di formare grandi famiglie che si < prendano >  cura  di loro quando saranno vecchi. La  	prendere cura	1	
soprattutto per ragazzi e bambini, avendo < preso >  atto  di quanto affermato dai rappresentanti 	prendere atto	1	
per i diritti umanì '. All' incontro hanno < preso >  parte  anche il professor Giuseppe Marucci 	prendere parte	1	
viene costretta da un padre possessivo a non < prendere >  marito  per paura che questo sia solo un 	prendere marito	1	
legge sull' emersione. Questa mattina ho < preso >  visione  di un dato secondo cui, in questi 	prendere visione	1	
 COMUNALE DI FIRENZE Invita il Sindaco a < prendere >  atto  della preoccupazione che l' Assemblea 	prendere atto	1	
diversamente abili. Gli interessati potranno < prendere >  visione  di tale graduatoria recandosi al 	prendere visione	1	
previsto dalla stessa legge e a cui hanno < preso >  parte  il ministro dell' Ambiente, Altero 	prendere parte	1	
paradossalmente stridenti, essa é costretta a < prendere >  atto  della situazione. La promessa, annunciata 	prendere atto	1	
rinfresco gentilmente offerto a cui potranno < prendere >  parte  sia i grandi che i piccini. Per maggiori 	prendere parte	1	
le scelte politiche necessarie Se non si < prende >  atto  delle novità intervenute nel corso 	prendere atto	1	
sono riusciti ad esprimere il proprio voto. < Prendo >  atto  altresì che l' onorevole Saia ha erroneamente 	prendere atto	1	
casualmente, beninteso, mi avete rigurgitato ed ho < preso >  forma  , un aspetto, delle sembianze. E  	prendere forma	1	
Vorrei dare una chànche ai vostri sogni di < prendere >  forma  . L' ambizione non è di ritrovarsi 	prendere forma	1	
 a livello parrocchiale e / o diocesano. < Prendiamo >  spunto  dal progetto universitario, pertanto 	prendere spunto	1	
freddezza) e la neutralità nel senso di non < prendere >  posizione  rispetto ai conflitti del paziente 	prendere posizione	1	
duro i pezzi molte volte si trasformano, < prendono >  colore  e grinta raggiungendo un sound finale 	prendere colore	0	
accorrere da tutti i punti dell' orizzonte onde < prendere >  parte  a quell' orgia di carne corrotta. 	prendere parte	1	
essere interpretato all' interno del gioco. < Prende >  vita  e diventa Ruolo quando un giocatore 	prendere vita	1	
questa tendenza. Il primo passo è proprio il < prendere >  coscienza  delle funzioni, della forza e 	prendere coscienza	1	
nell' esercito. Di tutte queste cose seppe < prendere >  atto  Costantino: l' editto di Milano del 	prendere atto	1	
dalla fine del XVII secolo la cura dei bagni < prende >  posto  tra le più importanti terapeutiche 	prendere posto	1	
 ed è rimasta solo questa, e i contadini < prendono >  soldi  dalla cee per coltivarla ...! se  	prendere soldi	1	
raggiungerli, che ho paura di capire, di < prendere >  coscienza  di chi sono e dei miei fallimenti 	prendere coscienza	1	
abbiamo potuto farlo. Pertanto, la prego di < prendere >  atto  del fatto che, a livello personale 	prendere atto	1	
Connor, che possano servirvi da promemoria, < prendo >  commiato  ... " Tra le varie specie di artisti 	prendere commiato	1	
 nella coscienza di chi sta ragionando e < prendendo >  posizione  sulle scelte economiche per il 	prendere posizione	1	
in quanto parte dal tutto, e dopo averne < preso >  coscienza  e conoscenza, permette di presiedere 	prendere coscienza	1	
a gambe leste tagliendole due teste. Per < prender >  fiato  , su un un masso mi sono seduto ma 	prendere fiato	1	
colpo di Stato militare. Le truppe ribelli < prendono >  possesso  delle caserme ed alle tre del  	prendere possesso	0	
comprovata nella fermezza d' animo, nel saper < prendere >  decisioni  ponderate, nel retto modo di  	prendere decisioni	1	
concordare con la proposta del Presidente, < prende >  atto  con soddisfazione degli esiti positivi 	prendere atto	1	
lavora con il territorio, ma anche di chi < prende >  decisioni  di business. Per esempio di chi 	prendere decisioni	1	
ambito di un unico livello di potere, che < prende >  decisioni  applicando criteri indifferenziati 	prendere decisioni	1	
non dorme praticamente mai, non riesce a < prendere >  sonno  se non cullata o dondolata, e quando 	prendere sonno	1	
consiglio d' amministrazione si è limitato a < prendere >  atto  dei passi avanti compiuti, riservandosi 	prendere atto	1	
confronti dell' IMU. Il Presidente dell' UMI ne < prende >  atto  e, dopo aver ringraziato l' Istituto 	prendere atto	1	
non iscritti in elenco) hanno diritto di < prendere >  parte  al giuoco in qualsiasi momento della 	prendere parte	1	
Castello e E 6,00 al Museo Lia. E possibile < prendere >  parte  anche a singole sezioni del corso 	prendere parte	1	
ip!), esegue un traceroute sul vostro ip, < prende >  nota  del penultimo hop e si collega sulla 	prendere nota	1	
Signore, era giunto assai prima e, avendo < preso >  posto  nel suo seggio in tribunale con i 	prendere posto	1	
componenti della Giunta non potevano limitarsi a < prendere >  atto  della domanda dei tre dirigenti e  	prendere atto	1	
asportata in caso di piena. OGM. Il Vaticano < prende >  tempo  per ulteriore approfondimento Prima 	prendere tempo	1	
 l' anno scolastico 2004 - 2005 e avendo < preso >  atto  che la stessa non pregiudica in Parlamento 	prendere atto	1	
 far cadere il World Trade Center, fatto < prendere >  coscienza  dell' esistenza del cancro fondamentalista 	prendere coscienza	1	
cuorgnatese, che da oltre quattro anni si è < presa >  cura  della colonia di felini che vive sulle 	prendere cura	1	
radicate, mentre in altre cominciano appena a < prendere >  piede  , in modo ancora molto timido. Così 	prendere piede	1	
almeno in quella circostanza - iniziarono a < prendere >  decisioni  . Innanzitutto la lista delle 	prendere decisioni	1	
 risultati. Il Sindaco di La Maddalena - < preso >  atto  della logica apprensione palesata  	prendere atto	1	
attenzione cosciente. Ma la Cavell (1993, p. 80) < prende >  spunto  dalla mia inclusione del desiderio 	prendere spunto	1	
sedi nelle quali le parti sociali devono < prendere >  atto  di volontà già definite, in particolare 	prendere atto	1	
prima lettura del disegno di legge C. 2144 e < preso >  atto  delle modifiche introdotte nel corso 	prendere atto	1	
rilievo rispetto alla normativa vigente. < Preso >  atto  della generalizzata inadempienza all' 	prendere atto	1	
Gridava, scansava con maestria i passanti e si < prendeva >  gioco  della mamma, quando gli chiedeva  	prendere gioco	1	
 non hanno l' esperienza qualificata per < prendersi >  cura  di bambini molto piccoli. Sono invece 	prendere cura	1	
aiuti che giungevano nel paese. [9] Da qui < prese >  avvio  un' amara battaglia tra i diplomatici 	prendere avvio	1	
falliscono gli accordi multilaterali e allora < prenderanno >  piede  quelli bilaterali. Questa è una bugia 	prendere piede	1	
chiarezza dentro di te. Io ti consiglio di < prendere >  appuntamento  con uno psicologo della ASL 	prendere appuntamento	0	
atti di sindacato ispettivo. La Commissione < prende >  atto  . La seduta termina alle 14.35. SEDE 	prendere atto	1	
della carriera. Le consiglio pertanto di < prendere >  visione  dell' art. 485 del d. l. vo 297/94 	prendere visione	1	
vedere lo stratega come un agente in grado di < prendere >  decisioni  sulle modalità di fruizione dei 	prendere decisioni	1	
diffuse i militari della gendarmeria hanno < preso >  parte  alle perquisizioni delle case, avvenute 	prendere parte	1	
per far carriera nella magistratura, del < prender >  parte  a processi di stampo mafioso ...  	prendere parte	1	
Hanno votato sì 173 Hanno votato no 267). < Prendo >  atto  che l' onorevole Tabacci non è riuscito 	prendere atto	1	
situazioni peculiari. Il senatore SERVELLO < prende >  atto  che, per ragioni finanziarie, non  	prendere atto	1	
tra essi si svilupperanno i primati da cui < prenderà >  origine  la linea evolutiva che conduce  	prendere origine	0	
infezioni cutanee, un' allergia, che non < prende >  possesso  dell' intero organismo. Forse  	prendere possesso	0	
proprio nucleo sensibile intorno al quale < prende >  corpo  il concetto stesso di multilevel  	prendere corpo	1	
 ciascuno dei figli d' Israele non abbia < preso >  possesso  della sua eredità; 19 e non possederemo 	prendere possesso	0	
pensare alle politiche, valutare le proposte e < prendere >  posizione  ragionando in questi termini. 	prendere posizione	1	
politiche, come questo, i giurati possono < prendere >  decisioni  in linea con le loro convinzioni 	prendere decisioni	1	
sicura permetteranno ai nostri volontari di < prendere >  confidenza  con situazioni di guida non  	prendere confidenza	1	
5. La Commissione Elettorale centrale ha < preso >  atto  che nessuno dei votati ha ottenuto 	prendere atto	1	
 calcolare il " delta " necessario a far < prendere >  servizio  all' idoneo " chiamato ": per  	prendere servizio	1	
 e gestionale ... dovrebbe semplicemente < prendere >  atto  di non essere stato un buon manager 	prendere atto	1	
 io c' ho messo un bel pò per riuscire a < prendere >  confidenza  con i movimenti di Sonic, essendo 	prendere confidenza	1	
 ... anzi due: 1) Finalmente il tuo sito < prende >  forma  ; 2) I tuoi due ultimi disegni sono 	prendere forma	1	
 uso, che potrà essere stralciato quando < prenderà >  corpo  il progetto organico di parcheggio 	prendere corpo	1	
ARSSA per l' esercizio finanziario 2003; < Preso >  atto  della nuova formulazione del bilancio 	prendere atto	1	
dà la forza. Avete fatto bene tuttavia a < prendere >  parte  alla mia tribolazione. Ben sapete 	prendere parte	1	
valida. Prego i colleghi, per cortesia, di < prendere >  posto  che diamo inizio ai nostri lavori 	prendere posto	1	
dell' anarchismo situazionista, Vaneigem < prende >  spunto  da fatti e discussioni all' ordine 	prendere spunto	1	
epidurale), questa volta non mi fregano ho già < preso >  accordi  con l''ospedale privato (perchè 	prendere accordi	1	
in forza del RD del'38. L' ADI aveva gia' < preso >  posizione  su questo tema 3 anni fa, con 	prendere posizione	1	
 del suddetto comma 2 - bis. Il Comitato < prende >  atto  . Antonio BOCCIA, presidente, comunica 	prendere atto	1	
il Governo in carica non poteva certo non < prendere >  atto  del fatto che l' Agenzia si trovava 	prendere atto	1	
disponibilità. All' inevitabile shock del < prendere >  atto  della fine di una giovane vita, si 	prendere atto	1	
nota 5.   Rapporti USA-UE. I consumatori < prendono >  posizione  La TACD (TransAtlantic Consumer 	prendere posizione	1	
giardini con dei fiori e giardinieri che se ne < prendevano >  cura  . Si celebravano feste, i bambini  	prendere cura	1	
 Ds Giovanni Berlinguer, che aggiunge: " < Prendo >  atto  del fatto che non è Berlusconi come 	prendere atto	1	
Kunduz. In seguito combattenti uzbeki hanno < preso >  parte  ai confronti tra forze governative 	prendere parte	1	
documentazione amministrativa e contabile; - di < prendere >  atto  che la presente deliberazione, ai  	prendere atto	1	
 fronte di tali esigenze, bisogna invece < prendere >  atto  che la legge finanziaria 2004 ha stanziato 	prendere atto	1	
). Passiamo all' emendamento Craxi 3.32. < Prendo >  atto  che il dispositivo di voto dell' onorevole 	prendere atto	1	
Tchaikovsky e poi Stravinsky e Beethoven, < prendono >  vita  le avventure di Topolino apprendista 	prendere vita	1	
il primo quarto d' ora non e' facile. Poi < prende >  coraggio  la squadra di Malesani e cosi' 	prendere coraggio	1	
segreto di nK è prenderci confidenza e per < prenderci >  confidenza  serve girare ... Quando scarde 	prendere confidenza	1	
Oggetto: Giochino ... Zelig Bravo ... ti ha < preso >  fuoco  la tastiera? no. sono altre le cose 	prendere fuoco	1	
situazione - è sbottato Gallera - dobbiamo < prendere >  atto  che la Lega non ha una propria delegazione 	prendere atto	1	
petizione esorta i membri del parlamento a " < prendere >  posizione  per la creatività ", a " prendere 	prendere posizione	1	
istanti dopo i tre compagni di viaggio avevano < preso >  posto  nel proiettile, il cui sportello  	prendere posto	1	
cambiamento nelle amministrazioni pubbliche, < prendendo >  spunto  da alcuni casi particolarmente significativi 	prendere spunto	1	
centro mobile della Provincia. Vignoli ha < preso >  atto  dalla risposta di Migliorini che la 	prendere atto	1	
collettività locali " ogni più ampia facoltà di < prendere >  iniziative  proprie per qualsiasi questione 	prendere iniziative	0	
quella è la sua strada. " Non potevo che < prendere >  atto  di questo strano settimo personaggio 	prendere atto	1	
 comunque, in particolare se sono loro a < prendersene >  cura  normalmente durante l' anno, non è 	prendere cura	1	
a loro assegnati · invitare gli alunni a < prendere >  visione  delle planimetria di piano affisse 	prendere visione	1	
 mondo solo cercando il principio da cui < prende >  origine  la nostra esistenza. Questo principio 	prendere origine	1	
professionalità ed esperienza, per il team che sta < prendendo >  forma  in questi giorni ». " Una lettera 	prendere forma	1	
tali fatti, nella mattina di ieri egli ha < preso >  contatto  con la signora Cavani e - avendo 	prendere contatto	1	
 e a lamentarsi per tutta la notte e non < prendeva >  sonno  . [8] Compiutisi i quattordici giorni 	prendere sonno	1	
ogni cosa nell' universo. Quando la gente < prenderà >  coscienza  che Dio è il vero proprietario 	prendere coscienza	1	
» è fissato per le ore 9. La Commissione < prende >  atto  . La seduta termina alle 15.40. SEDE 	prendere atto	1	
ad aprire una procedura di insolvenza o a < prendere >  decisioni  nel corso di questa; " Decisione 	prendere decisioni	1	
emendamento 4.121. ALBERTI CASELLATI (FI). Ne < prende >  atto  e ritira gli emendamenti 4.121 e 4.125 	prendere atto	1	
della riserva di efficacia e di efficienza; < Preso >  atto  che all' interno della sopraccitata 	prendere atto	1	
Rococo Rot, Sara Cracknell e soci ci abbiano < preso >  gusto  , decidendo di dissotterrare dagli 	prendere gusto	1	
sviluppo autonomo. Nel 1907 questo suo progetto < prende >  forma  concreta con l' avvio di una scuola 	prendere forma	1	
la sinistra afferma - e, allora, bisogna < prendere >  atto  di un giudizio espresso dal suo più 	prendere atto	1	
uno solo invece mi sento di farlo, ne devi < prendere >  atto  , il fatto di nn essere stata chiara 	prendere atto	1	
credere. Lascio a voi la responsabilità di < prendere >  posizione  nei confronti di queste tre  	prendere posizione	1	
chiarimenti al deputato Carli. Carlo CARLI (DS-U) < prende >  atto  dei chiarimenti forniti dal relatore 	prendere atto	1	
Al Consiglio è riconosciuto il potere di < prendere >  decisioni  vincolanti per le parti oppure 	prendere decisioni	1	
realtà circostante Il titolo del progetto ha < preso >  spunto  da uno spettacolo su testi e musiche 	prendere spunto	1	
la peste è già entrata in Milano. Vengono < prese >  misure  per evitare il contagio, ma la gente 	prendere misure	1	
al Datore di Lavoro. Il Datore di Lavoro, < prende >  atto  delle eventuali osservazioni prodotte 	prendere atto	1	
dei fischi del pubblico e vuole andar via. < Prende >  corpo  , quindi, l' idea di acquistare Marco 	prendere corpo	1	
un primo passo nel senso che il C.P.G.A., < presa >  cognizione  delle problematiche denunciate 	prendere cognizione	0	
dell' associazione Enrica Vidali ... Il CER < prende >  visione  della lettera recentemente inviata 	prendere visione	1	
25 % - 35 %. Il Movimento Consumatori ha < preso >  atto  con viva soddisfazione della riduzione 	prendere atto	1	
fa parte di un disegno che ha iniziato a < prender >  forma  nel Libro bianco sul Welfare, in  	prendere forma	1	
inventata per consentire ai suoi personaggi di < prendere >  vita  . Bisogna riconoscere agli artisti 	prendere vita	1	
Vienna. Poi, divenuto colonnello dei dragoni, < prese >  parte  alle successive guerre contro i turchi 	prendere parte	1	
sanitario di via XI Febbraio a Pesaro, ha < preso >  servizio  la nuova " Equipe di accoglienza 	prendere servizio	1	
 tribunale, che fa lo zelante e finge di < prendersi >  cura  di cose alle quali non s' è mai interessato 	prendere cura	1	
piuttosto di aiutare i lavoratori della terra a < prendere >  coscienza  che la fede non è estranea alle 	prendere coscienza	1	
quello israeliano, ed è quasi impossibile < prendervi >  parte  , foss ' anche per una volta sola 	prendere parte	1	
Democrazia. Gli interessati sono pregati di < prendere >  contatto  con la SEGRETERIA ORGANIZZATRICE 	prendere contatto	1	
vicini all' ex-rais) e altri due erano stati < presi >  domenica  a Baiji, gli attacchi alle truppe 	prendere domenica	0	
rappresenta le istanze: « Il Psdi - scrive Stati - < prendendo >  spunto  dalle lamentele di chi vuol sostare 	prendere spunto	1	
 ad uscirne indenne lo rende incapace di < prendere >  posizione  tra il bene e il male. Anche  	prendere posizione	1	
 del corpo le cui membra saremo noi, sta < prendendo >  forma  . Adesso dobbiamo cominciare a pensare 	prendere forma	1	
 c ´ era, si é rifatto tutti i denti, ha < preso >  lezioni  di portoghese, ha scelto un vice 	prendere lezioni	0	
alle periferie dott. Paolo Del Debbio, che < prende >  atto  della mancata realizzazione del progetto 	prendere atto	1	
v.pag. 13 - 14 - 15). La Commissione RICA ha < preso >  atto  del documento succitato, rilevando 	prendere atto	1	
: i problemi matematici e la capacità di < prendere >  appunti  utili durante le lezioni. Il primo 	prendere appunti	0	
per oggi alle ore 10,35, non avrà luogo. < Prende >  atto  la Commissione. La seduta termina  	prendere atto	1	
nome " Fortunata ", è che può continuare a < prendersi >  cura  dei bambini meno fortunati. " Ti ripaga 	prendere cura	1	
Istruzione Professionale. La gara, ogni anno, < prende >  avvio  con la segnalazione del miglior allievo 	prendere avvio	1	
giugno sarà attivata un task force alla quale < prenderanno >  parte  gli esperti del Cosmari Avellino  	prendere parte	1	
parte ci sono meno cristiani, non si può non < prendere >  atto  di fenomeni altrettanto sostanziali 	prendere atto	1	
New York, dove lavorò fino al 1969. Ella < prese >  parte  a numerosi movimenti culturali e  	prendere parte	1	
finalmente il presidente del Consiglio ha < preso >  coscienza  e su cui ha dato l' allarme:  	prendere coscienza	1	
di Do. Rinuncia, senza tanti problemi, di < prendere >  moglie  , accetta di fare questo sacrificio 	prendere moglie	1	
impatto, essendo alimentata a metano, aveva < preso >  fuoco  . LA SICILIA (Caltanissetta) Pisa 	prendere fuoco	1	
 15, è invece anticipata alle ore 14,30. < Prende >  atto  la Commissione. La seduta termina  	prendere atto	1	
noto che alcuni medici italiani stanno già < prendendo >  servizio  negli ospedali svedesi. La regione 	prendere servizio	1	
 di una volta - continua Bobba - abbiamo < preso >  posizione  , assieme alle Ong, perch  il 	prendere posizione	1	
materia organica. L' ipotesi del cibo ha però < preso >  forma  quando i ricercatori hanno riscontrato 	prendere forma	1	
veri contenuti di questa legge, laicamente < prendendo >  atto  di quello che questa legge comporta 	prendere atto	1	
16 e i 20 anni che in precedenza avevano < preso >  parte  alle proteste. Nel frattempo ci giungono 	prendere parte	1	
ottica mondiale. E' importante fra l' altro < prendere >  atto  del sentimento, che anima tutti, di 	prendere atto	1	
moneta più debole dello Sme. La speculazione < prese >  spunto  della sfiducia generata dalla notizia 	prendere spunto	1	
L' analisi di questo tema gli consente di < prendere >  partito  sui principali problemi odierni 	prendere partito	1	
così potente nell' opera del Vasari - esso < prende >  corpo  in modo simile e tuttavia a sua volta 	prendere corpo	1	
opposizione vi è chi è si detto disponibile, ed ha < preso >  atto  di chi ha affermato che " non saremo 	prendere atto	1	
modo mio. Mi amo che stasera mi coccolo, mi < prendo >  cura  di me, ho tutto il tempo del mondo 	prendere cura	1	
con foglio n. 798 del 20 febbraio 1998), < preso >  atto  della « avvenuta escorporazione dal 	prendere atto	1	
 a galla a tratti, lungo il libro, e che < prende >  forma  solo alla fine quando lei stessa  	prendere forma	1	
L' obiettivo è che i nuovi corsi possano < prendere >  avvio  con l' apertura dell' anno accademico 	prendere avvio	1	
della Presidente, che dovrebbe se non altro < prendere >  atto  " del risultato non positivo della 	prendere atto	1	
montagna del Morrone. Di origini antiche, < prese >  forma  , nell' assetto urbano che ancora 	prendere forma	1	
esercizio del potere regolamentare, una volta < preso >  atto  della non pertinenza della specifica 	prendere atto	1	
15 giugno, durante la quale il Consiglio < prese >  atto  della nota del Ministero dell' Ambiente 	prendere atto	1	
agosto 1942, n. 1150, consentì a chiunque di < prendere >  visione  presso gli uffici comunali, della 	prendere visione	1	
degli errori " (di Merlo). Nel cinema ha < preso >  parte  a " Tre colonne in cronaca " con  	prendere parte	1	
 Da quando da una commissione del CNR ha < preso >  vita  prima il CNEN, successivamente trasformato 	prendere vita	1	
mano, nel paese di cui stai per andare a < prender >  possesso  . [22] Quando avrai fatto un voto 	prendere possesso	0	
medicinali per i quali il veterinario deve < prendere >  precauzioni  particolari per evitare qualsiasi 	prendere precauzioni	0	
documentazione in atti al presente provvedimento; < Preso >  atto  che in ordine alla nuova versione  	prendere atto	1	
 vari ...) Un altro punto su cui occorre < prendere >  posizione  è quello della dispersione urbana 	prendere posizione	1	
incluso. Ciascun membro della Commissione, < preso >  visione  dell' elenco dei candidati, dichiara 	prendere visione	1	
dalle modifiche in campo, di cui non sembra < prendere >  atto  questa norma. Lo dico, onorevole Aprea 	prendere atto	1	
ogni giocatore di scegliere se intendeva < prendere >  parte  all' incontro oppure restare a casa 	prendere parte	1	
Governo sull' impegno italiano in Afghanistan. < Prendo >  atto  della consegna da parte del ministro 	prendere atto	1	
quest' anno e' stato migliore del nostro ". < Prende >  corpo  nel paddock di Budapest un ' giallo 	prendere corpo	1	
traslucido. E tra il 1989 e il 1992 ecco < prendere >  forma  la Fish sculpture, eseguita per il 	prendere forma	1	
limitata. A tutt ' oggi, non si è ancora < preso >  atto  delle implicazioni culturali di questa 	prendere atto	1	
inviata a Emile Zola nella speranza che ne < prendesse >  spunto  per uno dei suoi romanzi. Zola non 	prendere spunto	1	
ponderar più attentamente le ragioni, e senza < prendere >  consiglio  da qualche segreto affetto, uscire 	prendere consiglio	0	
dall' 11 al 13 ottobre. E soprattutto Pera < prende >  atto  di come anche " dal programma medesimo 	prendere atto	1	
da 16 anni ha sempre fatto la casalinga, < prendendosi >  cura  dei suoi 7 figli Nina, Rosetta, Concettina 	prendere cura	1	
della loro fusione, che avviene nell' utero, < prende >  avvio  il miracolo piu' entusiasmante che 	prendere avvio	1	
 in diocesi (circa 10 mila iscritti), di < prendersi >  carico  in modo continuo della promozione 	prendere carico	1	
, ed è assolutamente meraviglioso perché < prende >  coscienza  di sé stesso attraverso noi.  	prendere coscienza	1	
correlate: Il Beowulf di Zemeckis inizia a < prendere >  forma  (17 - 6 - 2005) Butler in Italia  	prendere forma	1	
) Forze di occupazione israeliane stanno < prendendo >  possesso  di abitazioni palestinesi nelle 	prendere possesso	0	
inferiore a quello fornito dalle A.P.T., < preso >  atto  fra lâ  TMaltro delle ricadute finanziarie 	prendere atto	1	
 cose. È un dato di fatto di cui bisogna < prendere >  atto  , sicuramente. - ALUNNO: Non è che 	prendere atto	1	
robot perduto e il più tardo Che tu te ne < prenda >  cura  . Dal primo racconto, incluso nella 	prendere cura	1	
giudizio ". Infatti Gesù non giudica, invita a < prendere >  posizione  per la sua persona, chi non si 	prendere posizione	1	
ciascuno deve essere offerta la possibilità di < prendere >  posizione  , come lo fu per il centurione 	prendere posizione	1	
primo luogo quelli diurni. Ciò premesso:  < preso >  atto  delle competenze attribuite alla Provincia 	prendere atto	1	
candidato, invito i destinatari della presente a < prendere >  atto  che la mia candidatura si deve avere 	prendere atto	1	
comunica Il carattere della comunicazione < prende >  forma  anche nel luogo fisico in cui si  	prendere forma	1	
